ASV,Name,Completeness,Contamination,16S_identity（%）,taxonomy,Coding_Density,Contig_N50,Average_Gene_Length,Genome_Size(bp),predicted_genome_size(Mb),GC_Content,Total_Coding_Sequences
ASV_6802,GCF_001428625.1,100.0 ,0.25,100.0 ,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Hydrogenophaga;s__Hydrogenophaga_sp001428625_[location=52494..54018]_[ssu_len=1525]_[contig_len=283102],0.918,415924,322.1689443,5307743,5.3 ,0.65,5049
ASV_24147,GCA_900589535.1,100.0 ,0.24,100.0 ,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E_coleopterorum_[location=261..1793]_[ssu_len=1533]_[contig_len=1858],0.894,654938,337.5883626,4706160,4.7 ,0.62,4159
ASV_28013,GCF_000421185.1,100.0 ,0.24,100.0 ,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Dermatophilaceae;g__Ornithinimicrobium;s__Ornithinimicrobium_pekingense_[location=700432..701952]_[ssu_len=1521]_[contig_len=702333],0.921,347301,334.7687094,3852644,3.8 ,0.73,3541
ASV_42284,GCF_003014675.1,100.0 ,0.24,99.7 ,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Labedella;s__Labedella_gwakjiensis_[location=2170097..2171616]_[ssu_len=1520]_[contig_len=3838939],0.919,3838939,328.0637528,3838939,3.8 ,0.69,3592
ASV_18469,GCF_003201815.1,100.0 ,0.24,100.0 ,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Undibacterium;s__Undibacterium_pigrum_[location=4040..5565]_[ssu_len=1526]_[contig_len=5645],0.884,393311,329.8991274,6407125,6.4 ,0.51,5730
ASV_4012,GCF_004342485.1,100.0 ,0.24,100.0 ,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Pelomonas;s__Pelomonas_saccharophila_[location=2394..3914]_[ssu_len=1521]_[contig_len=4478],0.913,118604,333.725479,5771016,5.8 ,0.69,5271
ASV_4867,GCF_007115085.1,100.0 ,0.24,100.0 ,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium_cibarium_[location=11..1226]_[ssu_len=1216]_[contig_len=1226],0.866,154291,310.4276365,4265459,4.3 ,0.3,3973
ASV_614,GCF_018119405.1,100.0 ,0.24,100.0 ,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Telluria;s__Telluria_sp018119405_[location=360..1885]_[ssu_len=1526]_[contig_len=2090],0.9,67988,337.8600043,5275855,5.3 ,0.67,4693
ASV_22464,GCA_009724995.1,100.0 ,0.23,100.0 ,d__Bacteria;p__Desulfobacterota_F;c__Desulfuromonadia;o__Desulfuromonadales;f__BM103;g__VAUL01;s__VAUL01_sp005774545_[location=4300..5578]_[ssu_len=1279]_[contig_len=5578],0.918,60396,332.0082734,3010886,3.0 ,0.66,2780
ASV_5408,GCA_902387195.1,100.0 ,0.23,100.0 ,d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Kurthia;s__Kurthia_intestinigallinarum_[location=42..1589]_[ssu_len=1548]_[contig_len=1664],0.871,47971,277.9323378,4094628,4.1 ,0.39,4286
ASV_3731,GCF_000317515.1,100.0 ,0.23,100.0 ,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Coleofasciculaceae;g__Allocoleopsis;s__Allocoleopsis_franciscana_[location=2627265..2628753]_[ssu_len=1489]_[contig_len=7470429],0.835,7470429,330.4014588,7966510,7.9 ,0.46,6718
ASV_29182,GCF_001007935.1,100.0 ,0.23,100.0 ,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Nitrosomonadaceae;g__Nitrosomonas;s__Nitrosomonas_communis_[location=98901..100435]_[ssu_len=1535]_[contig_len=4067838],0.801,4067838,282.3310863,4067838,4.1 ,0.45,3857
ASV_3029,GCF_020076305.1,100.0 ,0.23,100.0 ,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Flavihumibacter;s__Flavihumibacter_profundi_[location=2136224..2137747]_[ssu_len=1524]_[contig_len=2266000],0.925,1135311,356.3700545,4871809,4.9 ,0.43,4221
ASV_6917,GCF_024586575.1,100.0 ,0.23,99.7 ,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Chryseobacterium;s__Chryseobacterium_sp918698085_[location=204..1716]_[ssu_len=1513]_[contig_len=2012],0.877,350369,330.95985,5128666,5.1 ,0.36,4533
ASV_3444,GCF_000620645.1,100.0 ,0.22,100.0 ,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;s__Nocardioides_sp000620645_[location=26414..27937]_[ssu_len=1524]_[contig_len=28092],0.925,473527,313.0144252,4560838,4.6 ,0.72,4506
ASV_15507,GCF_003129465.1,100.0 ,0.22,99.7 ,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Allosphingosinicella;s__Allosphingosinicella_humi_[location=976139..977624]_[ssu_len=1486]_[contig_len=2704932],0.907,2704932,311.0970149,3026360,3.0 ,0.66,2948
ASV_16278,GCF_009789595.1,100.0 ,0.22,99.5 ,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Pseudoduganella;s__Pseudoduganella_flava_[location=4616704..4618231]_[ssu_len=1528]_[contig_len=6922031],0.911,6922031,356.7563125,6922031,6.9 ,0.67,5901
ASV_19904,GCF_017599305.1,100.0 ,0.22,100.0 ,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Mycobacteriales;f__Micromonosporaceae;g__Micromonospora;s__Micromonospora_sp017599305_[location=3828..5439]_[ssu_len=1612]_[contig_len=5596],0.88,262843,342.3857782,7557908,7.5 ,0.73,6483
ASV_2012,GCA_002102225.1,100.0 ,0.21,100.0 ,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium_interjectum_B_[location=84428..85945]_[ssu_len=1518]_[contig_len=101424],0.916,103926,320.5024849,5903836,5.9 ,0.69,5634
ASV_2797,GCA_002632325.1,100.0 ,0.21,100.0 ,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Dokdonella_A;s__Dokdonella_A_sp002632325_[location=151196..152731]_[ssu_len=1536]_[contig_len=156494],0.906,152540,348.6683778,3368399,3.4 ,0.65,2922
ASV_17004,GCA_024666525.1,100.0 ,0.21,100.0 ,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E_sp024666525_[location=545866..547398]_[ssu_len=1533]_[contig_len=4863027],0.882,4863027,330.6812197,4863027,4.9 ,0.63,4329
ASV_4301,GCF_002000245.1,100.0 ,0.21,100.0 ,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium;s__Sphingobacterium_sp002000245_[location=339582..341108]_[ssu_len=1527]_[contig_len=341301],0.884,912244,349.3572442,5842415,5.8 ,0.41,4935
ASV_6851,GCF_002799965.1,100.0 ,0.21,100.0 ,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium_abscessus_[location=3341..4879]_[ssu_len=1539]_[contig_len=5178],0.925,472778,314.7742334,4947450,4.9 ,0.64,4859
ASV_5667,GCA_003248655.1,100.0 ,0.2,100.0 ,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium_sp003248655_[location=94059..95578]_[ssu_len=1520]_[contig_len=98734],0.918,132127,325.1198361,3104855,3.1 ,0.69,2929
ASV_25368,GCA_003854875.1,100.0 ,0.2,100.0 ,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__Methylophilus;s__Methylophilus_methylotrophus_[location=2987690..2989225]_[ssu_len=1536]_[contig_len=3004498],0.908,3004498,323.1203408,3004498,3.0 ,0.5,2817
ASV_6327,GCA_005503015.1,100.0 ,0.2,100.0 ,d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales_G;f__Fictibacillaceae;g__Fictibacillus;s__Fictibacillus_sp005503015_[location=42..1589]_[ssu_len=1548]_[contig_len=1603],0.866,2476324,282.2361046,4181770,4.2 ,0.39,4282
ASV_27598,GCA_017347485.1,100.0 ,0.2,99.5 ,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Desulfobacillus;s__Desulfobacillus_denitrificans_[location=2112517..2114057]_[ssu_len=1541]_[contig_len=3145360],0.927,3145360,316.3155844,3145360,3.1 ,0.67,3080
ASV_21765,GCA_902167295.1,100.0 ,0.2,100.0 ,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Chitinophaga;s__Chitinophaga_pinensis_A_[location=6360756..6362281]_[ssu_len=1526]_[contig_len=6366305],0.901,6366305,366.4357895,6366305,6.4 ,0.5,5225
ASV_31138,GCF_000513295.1,100.0 ,0.2,99.5 ,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodospirillales;f__Magnetospirillaceae;g__Magnetospirillum;s__Magnetospirillum_gryphiswaldense_[location=2089214..2090694]_[ssu_len=1481]_[contig_len=4365796],0.917,4365796,325.3283074,4365796,4.4 ,0.63,4112
ASV_28855,GCF_000813345.1,100.0 ,0.2,100.0 ,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurospirillaceae;g__Sulfurospirillum;s__Sulfurospirillum_arsenophilum_[location=639680..641186]_[ssu_len=1507]_[contig_len=641423],0.94,641423,317.1170825,2629984,2.6 ,0.39,2605
ASV_8880,GCF_000972865.1,100.0 ,0.2,100.0 ,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Pseudoxanthomonas;s__Pseudoxanthomonas_suwonensis_B_[location=2103355..2104895]_[ssu_len=1541]_[contig_len=3891720],0.871,3891720,347.0690608,3891720,3.9 ,0.7,3258
ASV_10486,GCF_001879205.1,100.0 ,0.2,100.0 ,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium_johnsoniae_A_[location=321396..322905]_[ssu_len=1510]_[contig_len=489285],0.884,647735,346.8905078,5492177,5.5 ,0.35,4667
ASV_796,GCF_003984645.1,100.0 ,0.2,100.0 ,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Variovorax;s__Variovorax_sp003984645_[location=355..1885]_[ssu_len=1531]_[contig_len=5626],0.91,304230,319.8905188,5882526,5.9 ,0.67,5590
ASV_12788,GCF_004114795.1,100.0 ,0.2,100.0 ,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Paucimonas;s__Paucimonas_sp004114795_[location=3186812..3188339]_[ssu_len=1528]_[contig_len=4020072],0.907,4020072,344.1193439,4020072,4.0 ,0.6,3536
ASV_20623,GCF_008386695.1,100.0 ,0.2,100.0 ,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Chitinophaga;s__Chitinophaga_agrisoli_[location=1821527..1823048]_[ssu_len=1522]_[contig_len=1826375],0.897,1980335,367.8442768,8311980,8.3 ,0.49,6762
ASV_6986,GCF_010364185.1,100.0 ,0.2,100.0 ,d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus_aureus_[location=3..643]_[ssu_len=641]_[contig_len=643],0.843,87158,294.7616541,2786926,2.8 ,0.33,2660
ASV_31340,GCF_014199945.1,100.0 ,0.2,100.0 ,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__Brevundimonas_variabilis_[location=465190..466647]_[ssu_len=1458]_[contig_len=481052],0.904,809761,315.5012277,3403800,3.4 ,0.65,3258
ASV_4048,GCF_022014595.1,100.0 ,0.2,100.0 ,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Solitalea;s__Solitalea_sp022014595_[location=1942863..1944379]_[ssu_len=1517]_[contig_len=4402330],0.88,4402330,343.9348057,4402330,4.4 ,0.38,3758
ASV_13454,GCA_002884815.1,100.0 ,0.19,100.0 ,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium_piotii_[location=3477..5000]_[ssu_len=1524]_[contig_len=5318],0.874,826174,371.7819489,1597294,1.6 ,0.42,1252
ASV_2992,GCA_003674045.1,100.0 ,0.19,99.2 ,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces_griseocarneus_A_[location=11..428]_[ssu_len=418]_[contig_len=433],0.869,329922,332.5420875,8853664,8.8 ,0.71,7722
ASV_2000,GCA_005503215.1,100.0 ,0.19,100.0 ,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingopyxis;s__Sphingopyxis_sp005503215_[location=151931..153416]_[ssu_len=1486]_[contig_len=313406],0.911,200820,325.4085726,5063652,5.1 ,0.65,4736
ASV_4107,GCF_000023705.1,100.0 ,0.19,100.0 ,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__Methylotenera;s__Methylotenera_mobilis_[location=691247..692781]_[ssu_len=1535]_[contig_len=2547570],0.897,2547570,325.3016212,2547570,2.5 ,0.46,2344
ASV_2346,GCF_000025705.1,100.0 ,0.19,100.0 ,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Gallionellaceae;g__Sideroxyarcus;s__Sideroxyarcus_lithotrophicus_[location=1926825..1928361]_[ssu_len=1537]_[contig_len=3003656],0.913,3003656,307.9515804,3003656,3.0 ,0.58,2974
ASV_4444,GCF_000214395.1,100.0 ,0.19,100.0 ,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Comamonas;s__Comamonas_acidovorans_[location=662881..664410]_[ssu_len=1530]_[contig_len=6685842],0.895,6685842,338.0191169,6685842,6.7 ,0.67,5911
ASV_12798,GCF_000215705.1,100.0 ,0.19,100.0 ,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Ramlibacter;s__Ramlibacter_tataouinensis_[location=566084..567611]_[ssu_len=1528]_[contig_len=4070193],0.925,4070193,320.9565994,4070193,4.1 ,0.7,3917
ASV_8065,GCF_000496635.1,100.0 ,0.19,100.0 ,d__Bacteria;p__Bacillota;c__Bacilli;o__Exiguobacterales;f__Exiguobacteraceae;g__Exiguobacterium_A;s__Exiguobacterium_A_indicum_[location=672382..673941]_[ssu_len=1560]_[contig_len=3164195],0.892,3164195,288.5532762,3164195,3.2 ,0.47,3266
ASV_32028,GCF_000611675.1,100.0 ,0.19,100.0 ,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium_succinicans_[location=327276..328785]_[ssu_len=1510]_[contig_len=329425],0.881,204780,336.8776662,3652806,3.6 ,0.35,3188
ASV_8331,GCF_001375595.1,100.0 ,0.19,99.7 ,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Phenylobacterium;s__Phenylobacterium_immobile_[location=2132195..2133671]_[ssu_len=1477]_[contig_len=2879815],0.915,2879815,314.6828589,3328570,3.3 ,0.67,3232
ASV_2225,GCF_001598355.1,100.0 ,0.19,100.0 ,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas_asaccharolytica_[location=16620..18103]_[ssu_len=1484]_[contig_len=110816],0.909,50453,314.3509993,4608803,4.6 ,0.65,4453
ASV_14278,GCF_002251085.2,100.0 ,0.19,100.0 ,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Romboutsia_B;s__Romboutsia_B_maritimum_[location=1..1252]_[ssu_len=1252]_[contig_len=1264],0.862,118129,293.114955,2828385,2.8 ,0.27,2775
ASV_42517,GCF_002310495.1,100.0 ,0.19,100.0 ,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Nibricoccus;s__Nibricoccus_aquaticus_[location=2494185..2495740]_[ssu_len=1556]_[contig_len=4730447],0.897,4730447,375.6925729,4730447,4.7 ,0.62,3770
ASV_15189,GCF_007830125.1,100.0 ,0.19,100.0 ,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Chitinophaga;s__Chitinophaga_japonensis_[location=6..1062]_[ssu_len=1057]_[contig_len=1110],0.915,1974270,382.1986767,7000708,7.0 ,0.53,5592
ASV_16187,GCF_900116715.1,100.0 ,0.19,100.0 ,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Polaromonas;s__Polaromonas_sp900116715_[location=108920..110444]_[ssu_len=1525]_[contig_len=137818],0.907,405607,327.729148,4827503,4.8 ,0.63,4460
ASV_8047,GCF_000016645.1,100.0 ,0.18,100.0 ,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium_johnsoniae_[location=5122302..5123811]_[ssu_len=1510]_[contig_len=6096872],0.881,6096872,344.571456,6096872,6.1 ,0.34,5199
ASV_23083,GCF_000422305.1,100.0 ,0.18,100.0 ,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Luteimonas;s__Luteimonas_mephitis_[location=143078..144618]_[ssu_len=1541]_[contig_len=526227],0.881,510129,329.9477661,3416011,3.4 ,0.68,3044
ASV_13851,GCF_007483685.1,100.0 ,0.18,99.5 ,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Litoribacter;s__Litoribacter_populi_[location=3391712..3393232]_[ssu_len=1521]_[contig_len=3614311],0.884,3614311,325.7887393,4506955,4.5 ,0.42,4085
ASV_7735,GCA_001422265.1,100.0 ,0.17,100.0 ,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylobacterium;s__Methylobacterium_extorquens_[location=170602..172084]_[ssu_len=1483]_[contig_len=172482],0.844,312100,302.1992054,5671203,5.7 ,0.68,5286
ASV_17627,GCA_013141175.1,100.0 ,0.17,100.0 ,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__SCMT01;s__SCMT01_sp013141175_[location=2806572..2808112]_[ssu_len=1541]_[contig_len=4155120],0.89,4155120,350.3106383,4155120,4.1 ,0.65,3525
ASV_10622,GCF_000024025.1,100.0 ,0.17,100.0 ,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Streptomycetales;f__Catenulisporaceae;g__Catenulispora;s__Catenulispora_acidiphila_[location=8817432..8818948]_[ssu_len=1517]_[contig_len=10467782],0.89,10467782,344.414564,10467782,10.5 ,0.7,9036
ASV_19,GCF_000770795.1,100.0 ,0.17,100.0 ,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Lysobacter_A;s__Lysobacter_A_dokdonensis_[location=43975..45516]_[ssu_len=1542]_[contig_len=140858],0.929,207796,323.8826156,3274406,3.3 ,0.67,3135
ASV_29051,GCF_001431465.1,100.0 ,0.17,100.0 ,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Stenotrophomonas;s__Stenotrophomonas_terrae_[location=3734..5276]_[ssu_len=1543]_[contig_len=5523],0.877,96150,339.4120431,4410319,4.4 ,0.64,3803
ASV_1756,GCF_002554425.1,100.0 ,0.17,100.0 ,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Comamonas;s__Comamonas_terrigena_[location=1150432..1151959]_[ssu_len=1528]_[contig_len=4710225],0.859,4710225,323.926876,4710225,4.7 ,0.65,4171
ASV_26198,GCF_917627385.1,100.0 ,0.17,99.7 ,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Mycobacteriales;f__Frankiaceae;g__Frankia;s__Frankia_sp917627385_[location=4178..5686]_[ssu_len=1509]_[contig_len=5931],0.803,37416,310.239899,5030241,5.0 ,0.67,4356
ASV_36,GCA_003129525.1,100.0 ,0.16,100.0 ,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium_beijerinckii_D_[location=785730..787239]_[ssu_len=1510]_[contig_len=4258077],0.798,4258077,299.4981647,4287191,4.3 ,0.29,3814
ASV_19995,GCA_005844445.1,100.0 ,0.16,99.2 ,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A_caecimuris_[location=6..1535]_[ssu_len=1530]_[contig_len=1547],0.877,76446,320.1813895,3479333,3.5 ,0.43,3181
ASV_5864,GCA_018815325.1,100.0 ,0.16,100.0 ,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__JAHIYE01;s__JAHIYE01_sp018815325_[location=2..1425]_[ssu_len=1424]_[contig_len=157861],0.915,227679,323.8433471,3862819,3.9 ,0.6,3645
ASV_26202,GCA_902826605.1,100.0 ,0.16,99.7 ,d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Bryobacterales;f__Bryobacteraceae;g__Palsa-187;s__Palsa-187_sp902826605_[location=162872..163821]_[ssu_len=950]_[contig_len=163837],0.917,318316,325.8190431,4488589,4.5 ,0.58,4222
ASV_13221,GCF_001078055.1,100.0 ,0.16,100.0 ,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Hymenobacteraceae;g__Rufibacter;s__Rufibacter_radiotolerans_[location=2693478..2694984]_[ssu_len=1507]_[contig_len=4820793],0.851,4820793,349.9925812,4820793,4.8 ,0.51,3909
ASV_13685,GCF_001432305.1,100.0 ,0.16,100.0 ,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Hylemonella;s__Hylemonella_sp001432305_[location=1091827..1093357]_[ssu_len=1531]_[contig_len=3629963],0.916,3629963,323.4279476,3632663,3.6 ,0.66,3435
ASV_8629,GCF_003014595.1,100.0 ,0.16,100.0 ,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Chitinophaga;s__Chitinophaga_ginsengisoli_[location=138..1660]_[ssu_len=1523]_[contig_len=1676],0.891,497156,369.1900102,8501157,8.5 ,0.46,6847
ASV_13011,GCF_013184525.1,100.0 ,0.16,100.0 ,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Chryseobacterium;s__Chryseobacterium_sp013184525_[location=3702..5214]_[ssu_len=1513]_[contig_len=5324],0.9,796817,334.8393807,4609066,4.6 ,0.36,4134
ASV_3051,GCF_021165955.1,100.0 ,0.16,99.7 ,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Pseudoduganella;s__Pseudoduganella_sp021165955_[location=937028..938555]_[ssu_len=1528]_[contig_len=5387550],0.927,5387550,347.450073,5387550,5.4 ,0.65,4797
ASV_9664,GCA_003762685.1,100.0 ,0.15,100.0 ,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Duncaniella;s__Duncaniella_muris_[location=13..1542]_[ssu_len=1530]_[contig_len=187350],0.892,165541,337.512358,3393110,3.4 ,0.51,2994
ASV_6752,GCA_019978365.1,100.0 ,0.15,100.0 ,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Comamonas;s__Comamonas_thiooxydans_[location=5169994..5171522]_[ssu_len=1529]_[contig_len=5448456],0.873,5448456,321.9746355,5535642,5.5 ,0.62,5007
ASV_16750,GCF_000146875.3,100.0 ,0.15,100.0 ,d__Bacteria;p__Bacillota;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus_polymyxa_B_[location=4696890..4698443]_[ssu_len=1554]_[contig_len=5394883],0.854,5394883,317.2779612,5394883,5.4 ,0.46,4846
ASV_19774,GCF_001668615.1,100.0 ,0.15,100.0 ,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium_sp001668615_[location=175..1696]_[ssu_len=1522]_[contig_len=5394],0.931,99010,315.5463259,5078118,5.1 ,0.66,5008
ASV_18178,GCF_003208175.1,100.0 ,0.15,100.0 ,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Acetivibrionales;f__DSM-27016;g__Ruminiclostridium;s__Ruminiclostridium_sufflavum_[location=2..1342]_[ssu_len=1341]_[contig_len=1370],0.859,172915,340.8010259,4401411,4.4 ,0.39,3704
ASV_7231,GCF_013425525.1,100.0 ,0.15,100.0 ,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Luteimonas_D;s__Luteimonas_D_salinisoli_[location=40651..42191]_[ssu_len=1541]_[contig_len=217643],0.883,99756,337.1003793,4524514,4.5 ,0.7,3955
ASV_5727,GCF_014656375.1,100.0 ,0.15,99.5 ,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Aliiroseovarius;s__Aliiroseovarius_zhejiangensis_[location=4076..5541]_[ssu_len=1466]_[contig_len=5980],0.91,417632,313.3088501,3422911,3.4 ,0.61,3322
